Statistic Label,Year,Principal Economic Status,UNIT,VALUE,File_Name,Highest Level of Education Completed,Household Composition,Number of Persons at Work in the Household,Tenure Status,Urban and Rural,Region,Number of People at Work
Median Equivalised Real Disposable Income,2020,,Euro,22885.0,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Median Equivalised Real Disposable Income,2020,,Euro,32457.0,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Median Equivalised Real Disposable Income,2020,,Euro,27610.0,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Median Equivalised Real Disposable Income,2020,,Euro,17855.0,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Median Equivalised Real Disposable Income,2020,,Euro,24966.0,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Median Equivalised Real Disposable Income,2020,,Euro,20593.0,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Median Equivalised Real Disposable Income,2021,,Euro,18131.0,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Median Equivalised Real Disposable Income,2021,,Euro,23233.0,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Median Equivalised Real Disposable Income,2021,,Euro,23604.0,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Median Equivalised Real Disposable Income,2021,,Euro,31890.0,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Median Equivalised Real Disposable Income,2021,,Euro,29629.0,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Median Equivalised Real Disposable Income,2021,,Euro,19276.0,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Median Equivalised Real Disposable Income,2021,,Euro,26407.0,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Median Equivalised Real Disposable Income,2021,,Euro,22288.0,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Median Equivalised Real Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Median Equivalised Real Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Median Equivalised Real Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Median Equivalised Real Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Median Equivalised Real Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Median Equivalised Real Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Median Equivalised Real Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Median Equivalised Real Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Mean Equivalised Real Disposable Income,2020,,Euro,22534.0,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Mean Equivalised Real Disposable Income,2020,,Euro,27828.0,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Mean Equivalised Real Disposable Income,2020,,Euro,28147.0,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Mean Equivalised Real Disposable Income,2020,,Euro,35078.0,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Mean Equivalised Real Disposable Income,2020,,Euro,30144.0,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Mean Equivalised Real Disposable Income,2020,,Euro,19310.0,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Mean Equivalised Real Disposable Income,2020,,Euro,28927.0,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Mean Equivalised Real Disposable Income,2020,,Euro,22376.0,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Mean Equivalised Real Disposable Income,2021,,Euro,23761.0,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Mean Equivalised Real Disposable Income,2021,,Euro,28099.0,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Mean Equivalised Real Disposable Income,2021,,Euro,27569.0,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Mean Equivalised Real Disposable Income,2021,,Euro,35121.0,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Mean Equivalised Real Disposable Income,2021,,Euro,33090.0,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Mean Equivalised Real Disposable Income,2021,,Euro,20456.0,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Mean Equivalised Real Disposable Income,2021,,Euro,29386.0,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Mean Equivalised Real Disposable Income,2021,,Euro,24520.0,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Mean Equivalised Real Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Mean Equivalised Real Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Mean Equivalised Real Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Mean Equivalised Real Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Mean Equivalised Real Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Mean Equivalised Real Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Mean Equivalised Real Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Mean Equivalised Real Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Median Equivalised Nominal Disposable Income,2020,,Euro,17312.0,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Median Equivalised Nominal Disposable Income,2020,,Euro,23628.0,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Median Equivalised Nominal Disposable Income,2020,,Euro,22885.0,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Median Equivalised Nominal Disposable Income,2020,,Euro,32457.0,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Median Equivalised Nominal Disposable Income,2020,,Euro,27610.0,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Median Equivalised Nominal Disposable Income,2020,,Euro,17855.0,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Median Equivalised Nominal Disposable Income,2020,,Euro,24966.0,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Median Equivalised Nominal Disposable Income,2020,,Euro,20593.0,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Median Equivalised Nominal Disposable Income,2021,,Euro,18070.0,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Median Equivalised Nominal Disposable Income,2021,,Euro,23155.0,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Median Equivalised Nominal Disposable Income,2021,,Euro,23525.0,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Median Equivalised Nominal Disposable Income,2021,,Euro,31783.0,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Median Equivalised Nominal Disposable Income,2021,,Euro,29530.0,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Median Equivalised Nominal Disposable Income,2021,,Euro,19211.0,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Median Equivalised Nominal Disposable Income,2021,,Euro,26319.0,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Median Equivalised Nominal Disposable Income,2021,,Euro,22213.0,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Median Equivalised Nominal Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Median Equivalised Nominal Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Median Equivalised Nominal Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Median Equivalised Nominal Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Median Equivalised Nominal Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Median Equivalised Nominal Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Median Equivalised Nominal Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Median Equivalised Nominal Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Mean Equivalised Nominal Disposable Income,2020,,Euro,22534.0,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Mean Equivalised Nominal Disposable Income,2020,,Euro,27828.0,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Mean Equivalised Nominal Disposable Income,2020,,Euro,28147.0,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Mean Equivalised Nominal Disposable Income,2020,,Euro,35078.0,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Mean Equivalised Nominal Disposable Income,2020,,Euro,30144.0,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Mean Equivalised Nominal Disposable Income,2020,,Euro,19310.0,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Mean Equivalised Nominal Disposable Income,2020,,Euro,28927.0,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Mean Equivalised Nominal Disposable Income,2020,,Euro,22376.0,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Mean Equivalised Nominal Disposable Income,2021,,Euro,23681.0,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Mean Equivalised Nominal Disposable Income,2021,,Euro,28005.0,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Mean Equivalised Nominal Disposable Income,2021,,Euro,27477.0,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Mean Equivalised Nominal Disposable Income,2021,,Euro,35003.0,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Mean Equivalised Nominal Disposable Income,2021,,Euro,32979.0,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Mean Equivalised Nominal Disposable Income,2021,,Euro,20387.0,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Mean Equivalised Nominal Disposable Income,2021,,Euro,29288.0,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Mean Equivalised Nominal Disposable Income,2021,,Euro,24438.0,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Mean Equivalised Nominal Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Mean Equivalised Nominal Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Mean Equivalised Nominal Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Mean Equivalised Nominal Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Mean Equivalised Nominal Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Mean Equivalised Nominal Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Mean Equivalised Nominal Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Mean Equivalised Nominal Disposable Income,2022,,Euro,,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
At Risk of Poverty Rate,2020,,%,20.5,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
At Risk of Poverty Rate,2020,,%,28.9,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
At Risk of Poverty Rate,2020,,%,4.5,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
At Risk of Poverty Rate,2020,,%,8.5,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
At Risk of Poverty Rate,2020,,%,7.8,SIA64.20221204T051237.csv,,3 or more adults,,,,,
At Risk of Poverty Rate,2020,,%,31.0,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
At Risk of Poverty Rate,2020,,%,9.9,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
At Risk of Poverty Rate,2020,,%,19.5,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
At Risk of Poverty Rate,2021,,%,21.5,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
At Risk of Poverty Rate,2021,,%,28.8,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
At Risk of Poverty Rate,2021,,%,8.9,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
At Risk of Poverty Rate,2021,,%,8.2,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
At Risk of Poverty Rate,2021,,%,6.1,SIA64.20221204T051237.csv,,3 or more adults,,,,,
At Risk of Poverty Rate,2021,,%,22.8,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
At Risk of Poverty Rate,2021,,%,9.1,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
At Risk of Poverty Rate,2021,,%,13.7,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
At Risk of Poverty Rate,2022,,%,,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
At Risk of Poverty Rate,2022,,%,,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
At Risk of Poverty Rate,2022,,%,,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
At Risk of Poverty Rate,2022,,%,,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
At Risk of Poverty Rate,2022,,%,,SIA64.20221204T051237.csv,,3 or more adults,,,,,
At Risk of Poverty Rate,2022,,%,,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
At Risk of Poverty Rate,2022,,%,,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
At Risk of Poverty Rate,2022,,%,,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Deprivation Rate,2020,,%,10.6,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Deprivation Rate,2020,,%,22.0,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Deprivation Rate,2020,,%,6.8,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Deprivation Rate,2020,,%,11.7,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Deprivation Rate,2020,,%,7.8,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Deprivation Rate,2020,,%,44.1,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Deprivation Rate,2020,,%,12.4,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Deprivation Rate,2020,,%,19.2,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Deprivation Rate,2021,,%,12.1,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Deprivation Rate,2021,,%,19.6,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Deprivation Rate,2021,,%,6.9,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Deprivation Rate,2021,,%,15.3,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Deprivation Rate,2021,,%,10.9,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Deprivation Rate,2021,,%,44.9,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Deprivation Rate,2021,,%,10.7,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Deprivation Rate,2021,,%,15.1,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Deprivation Rate,2022,,%,15.5,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Deprivation Rate,2022,,%,25.1,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Deprivation Rate,2022,,%,7.5,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Deprivation Rate,2022,,%,18.1,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Deprivation Rate,2022,,%,10.6,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Deprivation Rate,2022,,%,45.4,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Deprivation Rate,2022,,%,18.2,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Deprivation Rate,2022,,%,15.1,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Consistent Poverty Rate,2020,,%,2.2,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Consistent Poverty Rate,2020,,%,11.4,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Consistent Poverty Rate,2020,,%,0.4,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Consistent Poverty Rate,2020,,%,3.5,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Consistent Poverty Rate,2020,,%,1.1,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Consistent Poverty Rate,2020,,%,19.3,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Consistent Poverty Rate,2020,,%,3.0,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Consistent Poverty Rate,2020,,%,8.1,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Consistent Poverty Rate,2021,,%,4.3,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Consistent Poverty Rate,2021,,%,11.1,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Consistent Poverty Rate,2021,,%,2.3,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Consistent Poverty Rate,2021,,%,3.4,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Consistent Poverty Rate,2021,,%,2.2,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Consistent Poverty Rate,2021,,%,13.1,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Consistent Poverty Rate,2021,,%,3.0,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Consistent Poverty Rate,2021,,%,3.8,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Consistent Poverty Rate,2022,,%,,SIA64.20221204T051237.csv,,1 adult aged 65 years and over,,,,,
Consistent Poverty Rate,2022,,%,,SIA64.20221204T051237.csv,,1 adult aged less than 65 years,,,,,
Consistent Poverty Rate,2022,,%,,SIA64.20221204T051237.csv,,"2 adults, at least 1 aged 65 years and over",,,,,
Consistent Poverty Rate,2022,,%,,SIA64.20221204T051237.csv,,"2 adults, both aged less than 65 years",,,,,
Consistent Poverty Rate,2022,,%,,SIA64.20221204T051237.csv,,3 or more adults,,,,,
Consistent Poverty Rate,2022,,%,,SIA64.20221204T051237.csv,,"1 adult, with children under 18 years",,,,,
Consistent Poverty Rate,2022,,%,,SIA64.20221204T051237.csv,,"2 adults, with 1-3 children under 18 years",,,,,
Consistent Poverty Rate,2022,,%,,SIA64.20221204T051237.csv,,Other households with children under 18 years,,,,,
Median Real Household Disposable Income,2020,,Euro,24892.0,SIA65.20221204T051238.csv,,,No person,,,,
Median Real Household Disposable Income,2020,,Euro,40480.0,SIA65.20221204T051238.csv,,,1 person,,,,
Median Real Household Disposable Income,2020,,Euro,66651.0,SIA65.20221204T051238.csv,,,2 persons,,,,
Median Real Household Disposable Income,2020,,Euro,87855.0,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Median Real Household Disposable Income,2021,,Euro,25479.0,SIA65.20221204T051238.csv,,,No person,,,,
Median Real Household Disposable Income,2021,,Euro,42070.0,SIA65.20221204T051238.csv,,,1 person,,,,
Median Real Household Disposable Income,2021,,Euro,70218.0,SIA65.20221204T051238.csv,,,2 persons,,,,
Median Real Household Disposable Income,2021,,Euro,96369.0,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Median Real Household Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,No person,,,,
Median Real Household Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,1 person,,,,
Median Real Household Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,2 persons,,,,
Median Real Household Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Mean Real Household Disposable Income,2020,,Euro,28822.0,SIA65.20221204T051238.csv,,,No person,,,,
Mean Real Household Disposable Income,2020,,Euro,47591.0,SIA65.20221204T051238.csv,,,1 person,,,,
Mean Real Household Disposable Income,2020,,Euro,76040.0,SIA65.20221204T051238.csv,,,2 persons,,,,
Mean Real Household Disposable Income,2020,,Euro,96580.0,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Mean Real Household Disposable Income,2021,,Euro,29654.0,SIA65.20221204T051238.csv,,,No person,,,,
Mean Real Household Disposable Income,2021,,Euro,51232.0,SIA65.20221204T051238.csv,,,1 person,,,,
Mean Real Household Disposable Income,2021,,Euro,77212.0,SIA65.20221204T051238.csv,,,2 persons,,,,
Mean Real Household Disposable Income,2021,,Euro,107268.0,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Mean Real Household Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,No person,,,,
Mean Real Household Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,1 person,,,,
Mean Real Household Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,2 persons,,,,
Mean Real Household Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Median Nominal Household Disposable Income,2020,,Euro,24892.0,SIA65.20221204T051238.csv,,,No person,,,,
Median Nominal Household Disposable Income,2020,,Euro,40480.0,SIA65.20221204T051238.csv,,,1 person,,,,
Median Nominal Household Disposable Income,2020,,Euro,66651.0,SIA65.20221204T051238.csv,,,2 persons,,,,
Median Nominal Household Disposable Income,2020,,Euro,87855.0,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Median Nominal Household Disposable Income,2021,,Euro,25394.0,SIA65.20221204T051238.csv,,,No person,,,,
Median Nominal Household Disposable Income,2021,,Euro,41929.0,SIA65.20221204T051238.csv,,,1 person,,,,
Median Nominal Household Disposable Income,2021,,Euro,69983.0,SIA65.20221204T051238.csv,,,2 persons,,,,
Median Nominal Household Disposable Income,2021,,Euro,96046.0,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Median Nominal Household Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,No person,,,,
Median Nominal Household Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,1 person,,,,
Median Nominal Household Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,2 persons,,,,
Median Nominal Household Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Mean Nominal Household Disposable Income,2020,,Euro,28822.0,SIA65.20221204T051238.csv,,,No person,,,,
Mean Nominal Household Disposable Income,2020,,Euro,47591.0,SIA65.20221204T051238.csv,,,1 person,,,,
Mean Nominal Household Disposable Income,2020,,Euro,76040.0,SIA65.20221204T051238.csv,,,2 persons,,,,
Mean Nominal Household Disposable Income,2020,,Euro,96580.0,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Mean Nominal Household Disposable Income,2021,,Euro,29555.0,SIA65.20221204T051238.csv,,,No person,,,,
Mean Nominal Household Disposable Income,2021,,Euro,51060.0,SIA65.20221204T051238.csv,,,1 person,,,,
Mean Nominal Household Disposable Income,2021,,Euro,76953.0,SIA65.20221204T051238.csv,,,2 persons,,,,
Mean Nominal Household Disposable Income,2021,,Euro,106909.0,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Mean Nominal Household Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,No person,,,,
Mean Nominal Household Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,1 person,,,,
Mean Nominal Household Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,2 persons,,,,
Mean Nominal Household Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Median Equivalised Real Disposable Income,2020,,Euro,16955.0,SIA65.20221204T051238.csv,,,No person,,,,
Median Equivalised Real Disposable Income,2020,,Euro,21568.0,SIA65.20221204T051238.csv,,,1 person,,,,
Median Equivalised Real Disposable Income,2020,,Euro,28488.0,SIA65.20221204T051238.csv,,,2 persons,,,,
Median Equivalised Real Disposable Income,2020,,Euro,27147.0,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Median Equivalised Real Disposable Income,2021,,Euro,17432.0,SIA65.20221204T051238.csv,,,No person,,,,
Median Equivalised Real Disposable Income,2021,,Euro,23622.0,SIA65.20221204T051238.csv,,,1 person,,,,
Median Equivalised Real Disposable Income,2021,,Euro,30086.0,SIA65.20221204T051238.csv,,,2 persons,,,,
Median Equivalised Real Disposable Income,2021,,Euro,31396.0,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Median Equivalised Real Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,No person,,,,
Median Equivalised Real Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,1 person,,,,
Median Equivalised Real Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,2 persons,,,,
Median Equivalised Real Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Mean Equivalised Real Disposable Income,2020,,Euro,20233.0,SIA65.20221204T051238.csv,,,No person,,,,
Mean Equivalised Real Disposable Income,2020,,Euro,26020.0,SIA65.20221204T051238.csv,,,1 person,,,,
Mean Equivalised Real Disposable Income,2020,,Euro,32686.0,SIA65.20221204T051238.csv,,,2 persons,,,,
Mean Equivalised Real Disposable Income,2020,,Euro,29861.0,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Mean Equivalised Real Disposable Income,2021,,Euro,20874.0,SIA65.20221204T051238.csv,,,No person,,,,
Mean Equivalised Real Disposable Income,2021,,Euro,27811.0,SIA65.20221204T051238.csv,,,1 person,,,,
Mean Equivalised Real Disposable Income,2021,,Euro,32840.0,SIA65.20221204T051238.csv,,,2 persons,,,,
Mean Equivalised Real Disposable Income,2021,,Euro,34161.0,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Mean Equivalised Real Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,No person,,,,
Mean Equivalised Real Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,1 person,,,,
Mean Equivalised Real Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,2 persons,,,,
Mean Equivalised Real Disposable Income,2022,,Euro,,SIA65.20221204T051238.csv,,,3 or more persons,,,,
Median Equivalised Nominal Disposable Income,2020,,Euro,16955.0,SIA65.20221204T051238.csv,,,No person,,,,
